acc,region_id,start,end,region_length,overlap_fraction,d2o_label,n_regions_in_protein,cluster
Q9NRJ3,DP02010r004,99,127,29,0.0,0,3,1104
P0DP23,DP02013r002,76,85,10,0.0,0,1,1048
P52272,DP02015r001,41,70,30,1.0,1,1,333
P17405,DP02027r006,49,85,37,0.0,0,2,411
P17405,DP02027r009,614,631,18,0.0,0,2,411
P62805,DP02034r001,1,25,25,0.0,0,1,1137
P38919,DP02069r001,1,21,21,0.0,0,4,713
P38919,DP02069r002,1,20,20,0.0,0,4,713
P38919,DP02069r003,1,21,21,0.0,0,4,713
P38919,DP02069r004,1,20,20,0.0,0,4,713
Q13415,DP02072r001,662,673,12,0.0,0,2,242
Q13415,DP02072r002,471,489,19,0.0,0,2,242
P28300,DP02075r003,22,168,147,0.0,0,2,699
P28300,DP02075r004,22,168,147,0.0,0,2,699
P02686,DP02078r001,1,171,171,0.10526315789473684,0,10,849
P02686,DP02078r004,1,171,171,0.10526315789473684,0,10,849
P02686,DP02078r005,82,99,18,1.0,1,10,849
P02686,DP02078r007,86,96,11,1.0,1,10,849
P02686,DP02078r008,82,99,18,1.0,1,10,849
P02686,DP02078r010,82,99,18,1.0,1,10,849
P49427,DP02094r001,183,236,54,0.0,0,2,938
P49427,DP02094r003,101,115,15,0.0,0,2,938
P28698,DP02096r001,1,13,13,0.0,0,1,330
P60604,DP02100r001,95,109,15,0.0,0,1,938
P52948,DP02123r001,2,150,149,0.0,0,5,46
P52948,DP02123r002,2,150,149,0.0,0,5,46
P52948,DP02123r003,1,730,730,0.0,0,5,46
P52948,DP02123r004,881,1111,231,0.0,0,5,46
P52948,DP02123r005,1161,1193,33,0.0,0,5,46
P30307,DP02126r001,208,225,18,1.0,1,1,611
P02671,DP02130r003,232,581,350,0.0,0,1,234
Q2TAZ0,DP02142r001,1244,1273,30,0.0,0,20,34
Q2TAZ0,DP02142r002,1,172,172,0.0,0,20,34
Q2TAZ0,DP02142r003,304,424,121,0.0,0,20,34
Q2TAZ0,DP02142r004,1237,1416,180,0.0,0,20,34
Q2TAZ0,DP02142r005,1736,1938,203,0.0,0,20,34
Q2TAZ0,DP02142r006,204,220,17,0.0,0,20,34
Q2TAZ0,DP02142r007,464,483,20,0.0,0,20,34
Q2TAZ0,DP02142r008,617,628,12,0.0,0,20,34
Q2TAZ0,DP02142r009,747,793,47,0.0,0,20,34
Q2TAZ0,DP02142r010,850,923,74,0.0,0,20,34
Q2TAZ0,DP02142r011,940,957,18,0.0,0,20,34
Q2TAZ0,DP02142r012,996,1015,20,0.0,0,20,34
Q2TAZ0,DP02142r013,1025,1041,17,0.0,0,20,34
Q2TAZ0,DP02142r014,441,450,10,0.0,0,20,34
Q2TAZ0,DP02142r015,1430,1478,49,0.0,0,20,34
Q2TAZ0,DP02142r016,1497,1513,17,0.0,0,20,34
Q2TAZ0,DP02142r017,1543,1554,12,0.0,0,20,34
Q2TAZ0,DP02142r018,1566,1575,10,0.0,0,20,34
Q2TAZ0,DP02142r019,1615,1664,50,0.0,0,20,34
Q2TAZ0,DP02142r020,1679,1690,12,0.0,0,20,34
Q676U5,DP02148r001,59,84,26,0.0,0,2,435
Q676U5,DP02148r004,12,31,20,0.0,0,2,435
Q9HD26,DP02150r001,248,277,30,0.0,0,2,624
Q9HD26,DP02150r002,255,279,25,0.0,0,2,624
P61328,DP02160r002,148,181,34,0.0,0,1,924
P16050,DP02162r001,22,162,141,0.0,0,1,386
Q02388,DP02163r001,1940,1978,39,0.0,0,2,10
Q02388,DP02163r002,1940,1978,39,0.0,0,2,10
Q8WUM0,DP02164r001,252,269,18,0.0,0,3,129
Q8WUM0,DP02164r002,478,514,37,0.0,0,3,129
Q8WUM0,DP02164r003,1,70,70,0.0,0,3,129
Q8N726,DP02167r001,1,132,132,0.10606060606060606,0,3,1097
Q8N726,DP02167r003,57,132,76,0.0,0,3,1097
Q8N726,DP02167r004,1,14,14,1.0,1,3,1097
O15234,DP02170r001,195,215,21,0.0,0,8,350
O15234,DP02170r002,198,213,16,0.0,0,8,350
O15234,DP02170r003,137,168,32,0.0,0,8,350
O15234,DP02170r004,249,286,38,0.0,0,8,350
O15234,DP02170r006,1,169,169,0.0,0,8,350
O15234,DP02170r007,195,703,509,0.0,0,8,350
O15234,DP02170r011,170,194,25,0.0,0,8,350
O15234,DP02170r012,216,246,31,0.0,0,8,350
P08621,DP02171r002,1,33,33,0.0,0,5,662
P08621,DP02171r003,1,33,33,0.0,0,5,662
P08621,DP02171r004,184,437,254,0.0,0,5,662
P08621,DP02171r005,184,437,254,0.0,0,5,662
P08621,DP02171r015,230,306,77,0.0,0,5,662
Q9BS26,DP02173r001,361,379,19,0.0,0,2,722
Q9BS26,DP02173r002,361,406,46,0.0,0,2,722
P51965,DP02191r001,1,40,40,0.0,0,3,1023
P51965,DP02191r002,1,40,40,0.0,0,3,1023
P51965,DP02191r003,1,40,40,0.0,0,3,1023
O00571,DP02192r001,1,167,167,0.0,0,1,338
P15516,DP02206r001,20,51,32,0.75,1,4,1167
P15516,DP02206r002,20,43,24,1.0,1,4,1167
P15516,DP02206r003,20,43,24,1.0,1,4,1167
P15516,DP02206r004,20,51,32,0.75,1,4,1167
P02808,DP02207r001,20,62,43,0.0,0,1,1164
Q03519,DP02210r001,1,129,129,0.0,0,1,364
P29375,DP02224r001,184,360,177,0.0,0,2,53
P29375,DP02224r002,184,360,177,0.0,0,2,53
P24385,DP02226r001,1,24,24,0.0,0,2,865
P24385,DP02226r004,256,295,40,0.0,0,2,865
Q99958,DP02231r001,134,144,11,0.0,0,1,569
Q13547,DP02233r001,377,482,106,0.0,0,1,596
P08476,DP02234r001,359,386,28,0.0,0,1,679
P10721,DP02247r001,544,565,22,0.0,0,1,180
P68363,DP02251r001,416,447,32,0.0,0,1,641
Q96F86,DP02253r001,203,258,56,0.0,0,2,555
Q96F86,DP02253r003,203,258,56,0.0,0,2,555
P14598,DP02254r002,213,228,16,0.0,0,4,743
P14598,DP02254r003,213,228,16,0.0,0,4,743
P14598,DP02254r004,296,330,35,1.0,1,4,743
P14598,DP02254r009,343,390,48,0.0,0,4,743
P42226,DP02262r001,783,814,32,0.71875,1,3,252
P42226,DP02262r004,790,799,10,1.0,1,3,252
P42226,DP02262r006,783,793,11,0.7272727272727273,1,3,252
Q8IVG9,DP02267r001,1,24,24,0.0,0,2,159
Q8IVG9,DP02267r002,1,24,24,0.0,0,2,159
Q9Y6K9,DP02269r001,252,272,21,0.0,0,3,693
Q9Y6K9,DP02269r002,150,192,43,0.0,0,3,693
Q9Y6K9,DP02269r004,1,43,43,0.0,0,3,693
Q92905,DP02290r001,198,218,21,0.0,0,2,813
Q92905,DP02290r002,284,295,12,0.0,0,2,813
Q96PU5,DP02292r001,400,480,81,0.0,0,1,182
P63165,DP02294r001,1,18,18,0.0,0,3,1145
P63165,DP02294r002,2,18,17,0.0,0,3,1145
P63165,DP02294r003,1,18,18,0.0,0,3,1145
Q71UI9,DP02301r001,39,48,10,0.0,0,1,1099
Q15843,DP02302r001,69,81,13,1.0,1,1,1156
Q0JRZ9,DP02303r001,259,274,16,0.0,0,1,275
Q96RF0,DP02309r009,59,224,166,0.0,0,1,415
O43663,DP02316r001,467,620,154,0.0,0,2,422
O43663,DP02316r003,451,486,36,0.0,0,2,422
O14672,DP02318r001,697,748,52,1.0,1,2,314
O14672,DP02318r004,697,748,52,1.0,1,2,314
Q00169,DP02327r001,1,12,12,0.0,0,4,895
Q00169,DP02327r002,119,190,72,0.0,0,4,895
Q00169,DP02327r004,119,190,72,0.0,0,4,895
Q00169,DP02327r008,233,270,38,0.0,0,4,895
P53779,DP02328r001,206,231,26,0.0,0,1,622
Q9BUQ8,DP02332r001,1,257,257,0.0,0,6,271
Q9BUQ8,DP02332r005,807,820,14,0.0,0,6,271
Q9BUQ8,DP02332r007,791,820,30,0.0,0,6,271
Q9BUQ8,DP02332r008,1,157,157,0.0,0,6,271
Q9BUQ8,DP02332r009,204,240,37,0.0,0,6,271
Q9BUQ8,DP02332r010,338,351,14,0.0,0,6,271
P13861,DP02333r001,44,90,47,0.0,0,1,723
O60701,DP02338r003,465,494,30,0.0,0,1,580
Q92804,DP02345r001,323,354,32,0.0,0,1,454
Q9BTL3,DP02346r001,2,45,44,1.0,1,1,1115
Q8N5F7,DP02348r007,1,328,328,0.0,0,5,706
Q8N5F7,DP02348r008,1,328,328,0.0,0,5,706
Q8N5F7,DP02348r009,359,415,57,0.0,0,5,706
Q8N5F7,DP02348r010,1,328,328,0.0,0,5,706
Q8N5F7,DP02348r011,359,415,57,0.0,0,5,706
P51825,DP02349r002,738,760,23,0.0,0,1,122
P0DMV9,DP02353r001,229,306,78,0.0,0,1,392
Q8IYB3,DP02359r001,1,31,31,0.0,0,2,215
Q8IYB3,DP02359r002,127,904,778,0.0,0,2,215
O14810,DP02360r001,74,83,10,0.0,0,1,1094
O95429,DP02361r001,357,376,20,0.0,0,1,630
Q9H6Z4,DP02364r001,31,45,15,0.0,0,1,484
Q13464,DP02365r001,895,913,19,0.0,0,1,94
P29536,DP02368r001,299,313,15,0.0,0,1,442
Q92837,DP02373r001,1,198,198,0.0,0,2,883
Q92837,DP02373r002,224,279,56,0.0,0,2,883
Q96T58,DP02375r001,3470,3494,25,0.0,0,1,5
O60706,DP02381r001,618,669,52,0.0,0,3,59
O60706,DP02381r002,618,669,52,0.0,0,3,59
O60706,DP02381r003,618,669,52,0.0,0,3,59
Q15046,DP02382r002,1,70,70,1.0,1,1,447
P08631,DP02383r001,2,79,78,0.0,0,1,514
Q9NYB9,DP02386r001,156,513,358,0.0,0,1,548
Q96GD4,DP02389r001,221,236,16,0.0,0,1,726
Q9NQS7,DP02390r001,883,903,21,0.0,0,1,204
Q8IZD2,DP02393r001,323,339,17,0.0,0,1,43
Q7RTP6,DP02396r001,1881,1990,110,0.0,0,1,30
Q04637,DP02398r001,592,606,15,0.0,0,8,57
Q04637,DP02398r003,161,216,56,0.44642857142857145,0,8,57
Q04637,DP02398r012,1427,1436,10,0.0,0,8,57
Q04637,DP02398r014,1079,1233,155,0.0,0,8,57
Q04637,DP02398r015,290,754,465,0.0,0,8,57
Q04637,DP02398r016,992,1599,608,0.0,0,8,57
P06730,DP02399r001,1,29,29,0.0,0,3,972
P06730,DP02399r003,2,35,34,0.0,0,3,972
P06730,DP02399r004,1,26,26,0.0,0,3,972
Q96N21,DP02404r001,136,153,18,0.0,0,1,527
Q8IYW5,DP02405r001,94,111,18,0.0,0,1,479
Q9P2K3,DP02408r001,1,272,272,0.0,0,2,578
Q9P2K3,DP02408r002,406,553,148,0.0,0,2,578
Q9BTT0,DP02409r001,186,213,28,0.0,0,1,899
Q08050,DP02411r001,222,231,10,0.0,0,5,304
Q08050,DP02411r002,327,360,34,0.0,0,5,304
Q08050,DP02411r005,1,114,114,0.0,0,5,304
Q08050,DP02411r006,694,748,55,0.0,0,5,304
Q08050,DP02411r008,1,114,114,0.0,0,5,304
P04198,DP02413r001,28,60,33,0.0,0,1,621
P14653,DP02414r001,187,206,20,0.0,0,1,855
P54274,DP02415r005,1,10,10,0.0,0,2,661
P54274,DP02415r006,23,55,33,0.0,0,2,661
P49765,DP02417r001,37,46,10,1.0,1,2,994
P49765,DP02417r004,130,188,59,0.0,0,2,994
P35568,DP02418r001,117,159,43,0.0,0,1,114
Q5SQI0,DP02419r001,26,36,11,0.0,0,2,687
Q5SQI0,DP02419r002,196,236,41,0.0,0,2,687
Q86YV5,DP02420r001,932,943,12,0.0,0,5,84
Q86YV5,DP02420r002,1030,1039,10,0.0,0,5,84
Q86YV5,DP02420r003,1065,1081,17,0.0,0,5,84
Q86YV5,DP02420r004,1218,1238,21,0.0,0,5,84
Q86YV5,DP02420r005,1336,1345,10,0.0,0,5,84
Q9BVI0,DP02427r001,70,85,16,0.0,0,1,173
Q5T4W7,DP02428r001,108,120,13,0.0,0,1,966
P15391,DP02431r001,138,152,15,0.0,0,1,495
Q96RS0,DP02445r001,618,633,16,0.0,0,1,248
Q8IU57,DP02446r001,270,299,30,0.0,0,1,539
Q15583,DP02449r001,150,167,18,0.0,0,3,729
Q15583,DP02449r002,235,248,14,0.0,0,3,729
Q15583,DP02449r003,256,347,92,0.0,0,3,729
Q8TEA8,DP02452r001,152,209,58,1.0,1,1,989
Q9UKX7,DP02455r001,48,109,62,0.0,0,1,616
O95400,DP02457r001,256,280,25,0.0,0,1,803
P17181,DP02458r001,49,58,10,0.0,0,2,492
P17181,DP02458r002,330,436,107,0.0,0,2,492
Q9NRR4,DP02463r001,390,411,22,0.0,0,5,88
Q9NRR4,DP02463r002,459,521,63,0.0,0,5,88
Q9NRR4,DP02463r003,712,849,138,0.0,0,5,88
Q9NRR4,DP02463r004,930,957,28,0.0,0,5,88
Q9NRR4,DP02463r005,1333,1365,33,0.0,0,5,88
P07199,DP02465r001,583,599,17,0.0,0,1,443
P51617,DP02467r001,449,463,15,0.0,0,2,343
P51617,DP02467r002,367,382,16,0.0,0,2,343
P17480,DP02468r001,547,560,14,0.0,0,1,302
Q96G97,DP02471r001,2,60,59,0.0,0,2,733
Q96G97,DP02471r002,220,398,179,0.0,0,2,733
Q15642,DP02473r001,289,303,15,0.0,0,1,441
Q86UE8,DP02475r001,1,200,200,0.0,0,1,296
Q01970,DP02477r001,471,572,102,0.0,0,2,115
Q01970,DP02477r005,882,1234,353,0.0,0,2,115
O60502,DP02479r001,11,58,48,0.0,0,7,205
O60502,DP02479r002,341,370,30,0.0,0,7,205
O60502,DP02479r003,696,706,11,0.0,0,7,205
O60502,DP02479r004,11,56,46,0.0,0,7,205
O60502,DP02479r005,348,369,22,0.0,0,7,205
O60502,DP02479r006,341,371,31,0.0,0,7,205
O60502,DP02479r007,335,372,38,0.0,0,7,205
P09327,DP02510r001,360,613,254,0.0,0,1,261
Q13740,DP02515r001,246,583,338,0.0,0,1,465
Q9UKL0,DP02523r001,1,307,307,0.0,0,2,578
Q9UKL0,DP02523r002,441,485,45,0.0,0,2,578
A5YKK6,DP02524r002,1565,1841,277,0.0,0,2,23
A5YKK6,DP02524r003,1589,1607,19,0.0,0,2,23
Q92558,DP02529r001,185,494,310,0.0,0,5,490
Q92558,DP02529r002,545,559,15,0.0,0,5,490
Q92558,DP02529r004,517,526,10,0.0,0,5,490
Q92558,DP02529r005,1,14,14,0.0,0,5,490
Q92558,DP02529r006,544,559,16,0.0,0,5,490
P18564,DP02530r001,492,788,297,0.0,0,1,281
S6B291,DP02531r001,240,465,226,0.0,0,1,619
Q07866,DP02532r001,185,208,24,0.0,0,1,477
P56696,DP02533r001,550,593,44,0.0,0,1,355
Q16790,DP02538r001,38,136,99,0.0,0,6,628
Q16790,DP02538r002,38,136,99,0.0,0,6,628
Q16790,DP02538r003,38,136,99,0.0,0,6,628
Q16790,DP02538r004,38,136,99,0.0,0,6,628
Q16790,DP02538r006,38,136,99,0.0,0,6,628
Q16790,DP02538r007,38,136,99,0.0,0,6,628
Q16611,DP02539r001,64,98,35,0.5142857142857142,1,1,983
Q07812,DP02540r001,49,83,35,0.7142857142857143,1,1,1024
Q9NUM4,DP02543r007,1,119,119,0.0,0,2,889
Q9NUM4,DP02543r008,255,274,20,0.0,0,2,889
P07948,DP02545r001,1,62,62,0.0,0,1,514
P16070,DP02546r001,669,742,74,0.0,0,2,319
P16070,DP02546r005,153,178,26,0.0,0,2,319
Q9Y6G9,DP02547r001,388,523,136,0.0,0,2,529
Q9Y6G9,DP02547r003,388,523,136,0.0,0,2,529
Q8NBP7,DP02551r001,31,60,30,0.3333333333333333,0,1,361
P43629,DP02552r001,361,444,84,0.0,0,1,650
Q6P5W5,DP02554r001,424,498,75,0.0,0,2,397
Q6P5W5,DP02554r004,424,498,75,0.0,0,2,397
Q15109,DP02555r001,364,404,41,0.0,0,2,724
Q15109,DP02555r005,364,404,41,0.0,0,2,724
Q9NP70,DP02558r001,223,447,225,0.0,0,5,646
Q9NP70,DP02558r002,62,98,37,0.0,0,5,646
Q9NP70,DP02558r003,62,98,37,0.0,0,5,646
Q9NP70,DP02558r005,27,447,421,0.0,0,5,646
Q9NP70,DP02558r007,27,447,421,0.0,0,5,646
Q969R2,DP02559r001,1,184,184,0.0,0,1,207
P60880,DP02561r001,83,141,59,0.4745762711864407,0,2,996
P60880,DP02561r002,83,141,59,0.4745762711864407,0,2,996
Q15717,DP02564r001,1,19,19,0.0,0,1,822
P01266,DP02567r002,610,620,11,0.0,0,10,14
P01266,DP02567r003,1,23,23,0.0,0,10,14
P01266,DP02567r004,388,407,20,0.0,0,10,14
P01266,DP02567r005,511,546,36,0.0,0,10,14
P01266,DP02567r006,830,847,18,0.0,0,10,14
P01266,DP02567r007,1010,1020,11,0.0,0,10,14
P01266,DP02567r008,1234,1243,10,0.0,0,10,14
P01266,DP02567r009,1640,1657,18,0.0,0,10,14
P01266,DP02567r010,1802,1814,13,0.0,0,10,14
P01266,DP02567r011,2729,2768,40,0.0,0,10,14
P80192,DP02571r001,298,310,13,0.0,0,2,140
P80192,DP02571r003,173,183,11,0.0,0,2,140
P55042,DP02572r001,116,125,10,0.0,0,2,848
P55042,DP02572r002,149,160,12,0.0,0,2,848
P39905,DP02574r001,78,117,40,0.0,0,1,982
Q16647,DP02578r001,319,330,12,0.0,0,1,570
P28827,DP02580r001,589,742,154,0.0,0,1,77
Q9H900,DP02585r001,253,263,11,0.0,0,5,457
Q9H900,DP02585r003,69,98,30,0.0,0,5,457
Q9H900,DP02585r004,212,221,10,0.0,0,5,457
Q9H900,DP02585r005,310,338,29,0.0,0,5,457
Q9H900,DP02585r006,561,575,15,0.0,0,5,457
Q96PM5,DP02587r001,187,215,29,0.0,0,1,907
P78362,DP02591r001,1,80,80,0.0,0,8,363
P78362,DP02591r002,231,511,281,0.0,0,8,363
P78362,DP02591r003,231,511,281,0.0,0,8,363
P78362,DP02591r004,1,80,80,0.0,0,8,363
P78362,DP02591r007,1,80,80,0.0,0,8,363
P78362,DP02591r008,231,511,281,0.0,0,8,363
P78362,DP02591r009,231,511,281,0.0,0,8,363
P78362,DP02591r010,1,80,80,0.0,0,8,363
Q9H8Y8,DP02592r001,209,452,244,0.0,0,2,639
Q9H8Y8,DP02592r002,209,452,244,0.0,0,2,639
P63241,DP02594r001,1,14,14,0.0,0,1,1068
P25490,DP02595r001,1,295,295,0.0,0,5,707
P25490,DP02595r002,1,295,295,0.0,0,5,707
P25490,DP02595r003,1,295,295,0.0,0,5,707
P25490,DP02595r004,1,295,295,0.0,0,5,707
P25490,DP02595r005,1,295,295,0.0,0,5,707
Q96H20,DP02598r001,1,25,25,0.0,0,1,910
Q86VN1,DP02599r001,149,169,21,0.0,0,1,750
P35916,DP02600r001,470,483,14,0.0,0,3,92
P35916,DP02600r003,77,89,13,0.0,0,3,92
P35916,DP02600r004,114,123,10,0.0,0,3,92
Q96NW4,DP02601r001,693,732,40,0.0,0,2,157
Q96NW4,DP02601r004,619,640,22,0.0,0,2,157
P20020,DP02604r001,1063,1258,196,0.0,0,1,118
P02533,DP02605r001,295,331,37,0.0,0,1,612
P13647,DP02606r001,350,381,32,0.0,0,5,458
P13647,DP02606r003,1,167,167,0.0,0,5,458
P13647,DP02606r004,482,590,109,0.0,0,5,458
P13647,DP02606r005,1,167,167,0.0,0,5,458
P13647,DP02606r006,478,590,113,0.0,0,5,458
Q9UNA0,DP02607r001,557,628,72,0.0,0,1,198
Q8IUQ4,DP02608r001,90,124,35,0.0,0,1,880
Q96PY5,DP02609r001,150,204,55,0.0,0,1,145
Q8N1G2,DP02611r001,126,140,15,0.0,0,1,259
Q9Y6D6,DP02612r001,50,63,14,0.0,0,2,44
Q9Y6D6,DP02612r003,1,13,13,0.0,0,2,44
Q3MIT2,DP02614r001,234,243,10,0.0,0,2,522
Q3MIT2,DP02614r005,55,106,52,0.0,0,2,522
O75817,DP02615r001,1,28,28,0.0,0,1,1085
Q9BUL9,DP02616r001,1,21,21,0.0,0,2,1009
Q9BUL9,DP02616r002,158,199,42,0.0,0,2,1009
Q14194,DP02620r001,1,14,14,0.0,0,2,478
Q14194,DP02620r002,497,572,76,0.0,0,2,478
Q15113,DP02622r001,189,200,12,0.0,0,5,645
Q15113,DP02622r002,220,233,14,0.0,0,5,645
Q15113,DP02622r003,241,252,12,0.0,0,5,645
Q15113,DP02622r004,151,169,19,0.0,0,5,645
Q15113,DP02622r006,269,278,10,0.0,0,5,645
Q8TEP8,DP02627r001,201,214,14,0.0,0,2,19
Q8TEP8,DP02627r002,242,258,17,0.0,0,2,19
O94986,DP02628r001,1,15,15,0.0,0,2,51
O94986,DP02628r002,47,60,14,0.0,0,2,51
O14958,DP02630r001,371,399,29,1.0,1,1,731
P31321,DP02632r001,59,81,23,0.0,0,2,754
P31321,DP02632r004,1,13,13,0.0,0,2,754
Q9UBV7,DP02634r001,260,285,26,1.0,1,2,820
Q9UBV7,DP02634r010,260,285,26,1.0,1,2,820
P07237,DP02637r001,323,334,12,0.0,0,3,554
P07237,DP02637r002,348,357,10,0.0,0,3,554
P07237,DP02637r004,479,508,30,0.0,0,3,554
P78330,DP02639r001,45,56,12,0.0,0,2,959
P78330,DP02639r002,45,56,12,0.0,0,2,959
Q9HC35,DP02645r001,45,64,20,0.0,0,1,179
O95278,DP02647r001,69,79,11,0.0,0,1,817
P01023,DP02649r001,690,728,39,0.0,0,2,74
P01023,DP02649r004,683,700,18,0.0,0,2,74
P30542,DP02651r001,301,326,26,0.0,0,1,711
Q96FQ6,DP02652r001,51,71,21,0.0,0,2,1138
Q96FQ6,DP02652r002,51,71,21,0.0,0,2,1138
Q9H5I1,DP02654r001,379,392,14,0.0,0,1,718
P08294,DP02656r001,19,54,36,0.0,0,2,928
P08294,DP02656r005,224,240,17,0.0,0,2,928
Q8N807,DP02658r001,21,31,11,0.0,0,2,463
Q8N807,DP02658r003,496,580,85,0.0,0,2,463
Q6ZVN8,DP02661r001,130,145,16,0.0,0,1,680
Q9Y5C1,DP02665r001,420,429,10,0.0,0,1,627
P15848,DP02670r001,406,422,17,0.0,0,1,517
P11926,DP02673r002,422,461,40,0.0,0,3,625
P11926,DP02673r006,1,18,18,0.0,0,3,625
P11926,DP02673r007,422,461,40,0.0,0,3,625
P54368,DP02674r001,110,125,16,0.0,0,2,953
P54368,DP02674r002,69,92,24,0.0,0,2,953
O14977,DP02675r001,294,310,17,0.0,0,2,625
O14977,DP02675r002,433,448,16,0.0,0,2,625
Q9HD36,DP02676r001,107,121,15,0.0,0,1,1001
O75936,DP02678r001,188,198,11,0.0,0,1,746
P23280,DP02680r001,21,31,11,0.0,0,1,847
P13797,DP02682r001,1,20,20,0.0,0,1,413
P53816,DP02684r001,40,57,18,0.0,0,1,1062
Q92608,DP02691r001,70,80,11,0.0,0,5,45
Q92608,DP02691r003,1621,1830,210,0.0,0,5,45
Q92608,DP02691r004,70,80,11,0.0,0,5,45
Q92608,DP02691r005,578,589,12,0.0,0,5,45
Q92608,DP02691r006,1257,1270,14,0.0,0,5,45
Q6R327,DP02692r001,1,191,191,0.0,0,2,52
Q6R327,DP02692r002,1017,1610,594,0.0,0,2,52
Q9BPZ7,DP02693r001,248,522,275,0.0,0,1,534
Q8WUN7,DP02694r001,1,20,20,0.0,0,1,945
Q02363,DP02697r001,1,23,23,0.0,0,1,1096
P54687,DP02698r001,1,21,21,0.0,0,1,749
Q6V1X1,DP02699r001,138,164,27,0.6296296296296297,1,2,219
Q6V1X1,DP02699r003,1,47,47,0.0,0,2,219
Q15631,DP02701r001,218,228,11,0.0,0,1,954
Q14995,DP02702r001,386,395,10,0.0,0,2,469
Q14995,DP02702r002,470,479,10,0.0,0,2,469
O00411,DP02703r001,105,217,113,0.0,0,8,116
O00411,DP02703r002,592,602,11,0.0,0,8,116
O00411,DP02703r003,734,769,36,0.0,0,8,116
O00411,DP02703r004,1086,1108,23,0.0,0,8,116
O00411,DP02703r005,39,218,180,0.0,0,8,116
O00411,DP02703r006,592,602,11,0.0,0,8,116
O00411,DP02703r007,736,769,34,0.0,0,8,116
O00411,DP02703r008,1086,1108,23,0.0,0,8,116
P41214,DP02704r001,184,259,76,0.0,0,2,462
P41214,DP02704r002,348,373,26,0.0,0,2,462
P45379,DP02705r001,193,212,20,0.0,0,3,862
P45379,DP02705r002,272,288,17,0.0,0,3,862
P45379,DP02705r004,1,66,66,0.0,0,3,862
Q9NXV2,DP02706r001,212,234,23,0.0,0,2,947
Q9NXV2,DP02706r002,188,200,13,0.0,0,2,947
P04035,DP02709r001,861,888,28,0.0,0,1,224
Q9BQ50,DP02710r001,159,168,10,0.0,0,1,941
Q9H3P2,DP02712r001,189,528,340,0.0,0,1,524
P18615,DP02713r001,139,363,225,0.0,0,1,756
O60880,DP02714r001,103,128,26,0.0,0,1,1102
O95071,DP02717r001,2738,2747,10,0.0,0,1,13
Q53FT3,DP02719r001,88,106,19,0.0,0,1,1015
Q13838,DP02724r001,34,44,11,0.0,0,2,675
Q13838,DP02724r002,34,44,11,0.0,0,2,675
Q13526,DP02727r001,39,50,12,0.0,0,1,1060
P42166,DP02728r001,51,110,60,0.0,0,1,356
Q96EP1,DP02729r001,446,472,27,0.0,0,1,384
Q6P1M3,DP02730r001,471,484,14,0.0,0,2,170
Q6P1M3,DP02730r002,631,708,78,0.0,0,2,170
Q5U651,DP02731r001,187,197,11,0.0,0,4,185
Q5U651,DP02731r002,268,285,18,0.0,0,4,185
Q5U651,DP02731r003,268,285,18,0.0,0,4,185
Q5U651,DP02731r004,187,197,11,0.0,0,4,185
Q8IWJ2,DP02732r001,1547,1569,23,0.0,0,1,55
P20340,DP02733r001,175,206,32,0.0,0,1,990
P07355,DP02735r001,2,33,32,1.0,1,1,799
Q9NWW9,DP02737r001,40,51,12,0.0,0,1,1062
P08581,DP02738r001,1225,1244,20,0.0,0,1,86
P06756,DP02742r001,868,897,30,0.0,0,1,159
Q92574,DP02744r001,978,992,15,0.0,0,1,126
P05231,DP02745r001,28,46,19,0.0,0,2,980
P05231,DP02745r002,28,46,19,0.0,0,2,980
Q14565,DP02746r001,271,289,19,0.0,0,3,806
Q14565,DP02746r002,271,289,19,0.0,0,3,806
Q14565,DP02746r003,1,82,82,0.0,0,3,806
Q9GZN7,DP02747r004,47,56,10,0.0,0,1,875
P36871,DP02748r001,256,267,12,0.0,0,1,488
Q13617,DP02753r001,117,134,18,0.0,0,4,317
Q13617,DP02753r004,117,134,18,0.0,0,4,317
Q13617,DP02753r005,625,634,10,0.0,0,4,317
Q13617,DP02753r006,645,660,16,0.0,0,4,317
Q9GZU1,DP02757r001,1,59,59,0.2033898305084746,0,3,467
Q9GZU1,DP02757r002,206,215,10,0.0,0,3,467
Q9GZU1,DP02757r003,527,580,54,0.0,0,3,467
Q13563,DP02758r001,198,215,18,0.0,0,2,183
Q13563,DP02758r002,494,503,10,0.0,0,2,183
Q14181,DP02759r001,1,156,156,0.0,0,1,446
Q13162,DP02764r002,1,75,75,0.0,0,1,892
Q14118,DP02765r001,163,179,17,0.0,0,3,221
Q14118,DP02765r003,305,315,11,0.0,0,3,221
Q14118,DP02765r004,163,179,17,0.0,0,3,221
P01127,DP02770r001,106,119,14,1.0,1,1,927
Q9UPY3,DP02781r001,1003,1029,27,0.6296296296296297,1,2,36
Q9UPY3,DP02781r002,1003,1013,11,0.09090909090909091,0,2,36
Q9NPI8,DP02782r001,211,234,24,0.0,0,2,768
Q9NPI8,DP02782r002,177,188,12,0.0,0,2,768
P49189,DP02783r001,232,255,24,0.0,0,1,581
P16278,DP02785r001,531,544,14,0.0,0,2,370
P16278,DP02785r003,648,677,30,0.0,0,2,370
P22234,DP02794r001,37,51,15,0.0,0,2,682
P22234,DP02794r002,221,238,18,0.0,0,2,682
Q9NV23,DP02795r001,1,24,24,0.0,0,3,903
